"id","name","barcode","list_price","standard_price","categ_id","uom_id"
"__export__.product_template_13746_0f6fa7d6","APILIPEX TABS 5 MG 10 3","","69.0","69.0","All / Medicine","Units"
"__export__.product_template_8891_d632d514","APIPRODENT SPRAY","","0.0","0.0","All / Medicine","Units"
"__export__.product_template_13747_bed3c2a0","APIXATRACT 2.5MG 30/TAB","","269.0","269.0","All / Medicine","Units"
"__export__.product_template_8620_69b77900","APIXOL EYE DROPS 5 MG  ML 5 ML BOTTLE 1","","19.8","19.8","All / Medicine","Units"
"__export__.product_template_13748_f2527903","APPLE LITE TABS 1","","11.0","11.0","All / Medicine","Units"
"__export__.product_template_8892_9e834d35","APROVEL 150MG 14/TAB","","55.0","55.0","All / Medicine","Units"
"__export__.product_template_8893_ec183993","APROVEL 300MG 14/TAB","","70.0","70.0","All / Medicine","Units"
"__export__.product_template_16695_75d6a21e","AQUA CID SYRUP 1 120 1","","4.3","4.3","All / Medicine","Units"
"__export__.product_template_16696_4d7c88cf","AQUA GRIPE SYRUP 1 120 1","","4.3","4.3","All / Medicine","Units"
"__export__.product_template_16697_b7ff613c","AQUA GRIPE SYRUP 1 60 1","","5.0","5.0","All / Medicine","Units"
"__export__.product_template_13290_33a2a80f","AQUA PEN VIAL 1","","6.5","6.5","All / Medicine","Units"
"__export__.product_template_16698_906fd1ce","AQUA PLUS SYRUP 1 100 1","","11.0","11.0","All / Medicine","Units"
"__export__.product_template_16699_2e2fcaa8","AQUA REAM SYRUP 1 120 1","","10.5","10.5","All / Medicine","Units"
"__export__.product_template_16700_bb3a508f","AQUA VERA SYRUP 1 120 1","","6.5","6.5","All / Medicine","Units"
"__export__.product_template_16701_1c55506e","AQUA-CURE SYRUP 1 120 1","","7.0","7.0","All / Medicine","Units"
"__export__.product_template_16702_315457df","AQUA-MIX SYRUP 1 100 1","","7.0","7.0","All / Medicine","Units"
"__export__.product_template_8894_f89bf057","AQUACEL SILVER DRESSING 10/box","","1353.88","1353.88","All / Medicine","Units"
"__export__.product_template_8895_4c27360d","AQUACELL FOAM 15*15 5/SHEET","","1068.85","1068.85","All / Medicine","Units"
"__export__.product_template_13749_ee3f3b65","AR-EZE TABS 10 2","","40.0","40.0","All / Medicine","Units"
"__export__.product_template_13291_b1bb2cd0","ARACYTIN VIAL 100 MG 1 5 ML 1","","24.0","24.0","All / Medicine","Units"
"__export__.product_template_12973_14f2926c","ARANESP 20MCG 1/SYRINGE","","469.0","469.0","All / Medicine","Units"
"__export__.product_template_12974_d07e620d","ARANESP 30MCG 4/AMP","","2800.0","2800.0","All / Medicine","Units"
"__export__.product_template_12975_26e856d8","ARANESP 40MCG 4/AMP","","3610.0","3610.0","All / Medicine","Units"
"__export__.product_template_12976_954d4cdf","ARANESP 60MCG 4/AMP","","5053.0","5053.0","All / Medicine","Units"
"__export__.product_template_8896_92b7a27a","ARBATEG SUSP 100 MG  5ML 1 100 1","","7.5","7.5","All / Medicine","Units"
"__export__.product_template_13750_8f3c2dd6","ARBATEG TABS 200 MG 10 TABS 3","","15.0","15.0","All / Medicine","Units"
"__export__.product_template_13751_cbe85b9b","ARCA ZINC CAPS 30 1","","14.4","14.4","All / Medicine","Units"
"__export__.product_template_8897_782c981d","ARCAL%","","0.0","0.0","All / Medicine","Units"
"__export__.product_template_13752_70069045","ARCALION 200 MG40/tab","","43.0","43.0","All / Medicine","Units"
"__export__.product_template_13753_54b66ec4","ARCALION FORTE  30/TAB","","53.0","53.0","All / Medicine","Units"
"__export__.product_template_8898_fdc804b7","ARCOXIA 60/MG 14/TABS","","115.0","115.0","All / Medicine","Units"
"__export__.product_template_8899_995629d1","ARCOXIA 90/MG 14/TABS","","122.0","122.0","All / Medicine","Units"
"__export__.product_template_8900_203c1b49","ARGENTOZAD CREAM 1 40 1","","6.5","6.5","All / Medicine","Units"
"__export__.product_template_8901_21636df6","ARGIDERM P CREAM 1 15 1","","6.0","6.0","All / Medicine","Units"
"__export__.product_template_8902_db2387dc","ARGIDERM P CREAM 1 30 1","","5.3","5.3","All / Medicine","Units"
"__export__.product_template_8903_30198146","ARGIDERM P CREAM 1 40 1","","9.0","9.0","All / Medicine","Units"
"__export__.product_template_8904_b92c7ae8","ARGOCOXY TABS","","0.0","0.0","All / Medicine","Units"
"__export__.product_template_8905_abd6d4ee","ARI","","0.0","0.0","All / Medicine","Units"
"__export__.product_template_8906_8d7e3ad8","ARICE","","200.0","200.0","All / Medicine","Units"
"__export__.product_template_8907_041b8b81","ARICEPT 10MG 7/TAB","","105.0","105.0","All / Medicine","Units"
"__export__.product_template_8908_a93c204f","ARICEPT 5MG 14 TAB","","180.0","180.0","All / Medicine","Units"
"__export__.product_template_8909_96a964b1","ARICEPT 5MG 7/TAB","","90.0","90.0","All / Medicine","Units"
"__export__.product_template_13754_915a1086","ARIPIPRAZOLE  20/MG 20/TAB","","74.0","74.0","All / Medicine","Units"
"__export__.product_template_13755_33b85b4e","ARIPIPRAZOLE 10/MG 20/TAB","","85.0","85.0","All / Medicine","Units"
"__export__.product_template_13756_2941fe89","ARIPIPRAZOLE 15/MG 10/TAB","","35.0","35.0","All / Medicine","Units"
"__export__.product_template_8910_1ee75d9e","ARIPIPRAZOLE 15MG 20/TAB","","0.0","0.0","All / Medicine","Units"
"__export__.product_template_13757_eba9a0b2","ARIPIPRAZOLE 30/MG 20/TAB","","80.0","80.0","All / Medicine","Units"
"__export__.product_template_8911_53f00891","ARIPIPRAZOLE 5MG  10TAB","","0.0","0.0","All / Medicine","Units"
"__export__.product_template_13758_555a797b","ARIPIPREX 10/MG 20/TAB","","80.0","80.0","All / Medicine","Units"
"__export__.product_template_8912_877063a3","ARIPIPREX 10MG AMP","","0.0","0.0","All / Medicine","Units"
"__export__.product_template_13759_a1913cba","ARIPIPREX 30 MG 20 TAB","","160.0","160.0","All / Medicine","Units"
"__export__.product_template_13760_3f7313a8","ARIPIPREX 30/MG 10/TAB","","80.0","80.0","All / Medicine","Units"
"__export__.product_template_8913_1948977a","ARIPIPREX SYRUP","","30.0","30.0","All / Medicine","Units"
"__export__.product_template_8914_1fdfb5ce","ARIXTRA  2.5MG10/SYRINGE","","390.0","390.0","All / Medicine","Units"
"__export__.product_template_8915_b6431bc6","ARIXTRA 10MG SYRINGE","","75.0","75.0","All / Medicine","Units"
"__export__.product_template_8916_d87fc17a","ARIXTRA 5MG 10/SYRINGE","","700.0","700.0","All / Medicine","Units"
"__export__.product_template_8917_4d28622a","ARIXTRA 7.5MG 10/SYRINGES","","750.0","750.0","All / Medicine","Units"
"__export__.product_template_8918_71f33b29","ARM SLING","","0.0","0.0","All / Medicine","Units"
"__export__.product_template_8919_42f3459c","ARMOWAKE 50MG 10/TAB","","31.5","31.5","All / Medicine","Units"
"__export__.product_template_13761_8665ed3a","AROZOLE CAPS PELLET 100 MG 4 1","","19.2","19.2","All / Medicine","Units"
"__export__.product_template_13762_d4d7f17e","ARSENAL CAPS 10 CAP 2","","39.0","39.0","All / Medicine","Units"
"__export__.product_template_13763_31c49b28","ARTAGONE 10 CAPSULES 3","","51.0","51.0","All / Medicine","Units"
"__export__.product_template_13764_46e18e05","ARTAGONE 30/ CAP","","51.0","51.0","All / Medicine","Units"
"__export__.product_template_13765_ad98a47d","ARTAGONE CAPS 10 3","","51.0","51.0","All / Medicine","Units"
"__export__.product_template_13766_61e1658a","ARTAMINE 250/MG 50/CAP","","70.0","70.0","All / Medicine","Units"
"__export__.product_template_16703_9123d50f","ARTELAC EYE DROPS 2/drops","","20.0","20.0","All / Medicine","Units"
"__export__.product_template_8920_90e7aa32","ARTHENIA CREAM 20 GM","","85.0","85.0","All / Medicine","Units"
"__export__.product_template_8921_27d369da","ARTHFREE  100MG  3/TAB","","60.0","60.0","All / Medicine","Units"
"__export__.product_template_13767_5356fce0","ARTHFREE 20MG 30/TAB","","150.0","150.0","All / Medicine","Units"
"__export__.product_template_13768_aefa0555","ARTHIDOL TABS 25 MG 1","","17.4","17.400000000000002","All / Medicine","Units"
"__export__.product_template_13769_b7dd3624","ARTHINEUR 10/CAPS","","8.0","8.0","All / Medicine","Units"
"__export__.product_template_8922_0a15adc9","ARTHROFAST  150MG  14/TAB","","50.5","50.5","All / Medicine","Units"
"__export__.product_template_13770_d37865de","ARTHROSAMINE CAPS 10 3","","31.5","31.5","All / Medicine","Units"
"__export__.product_template_12977_c142c53d","ARTICAVOL AMP. 75 MG 3 3 1","","6.5","6.5","All / Medicine","Units"
"__export__.product_template_13771_91d15d2d","ARTICU-SAFE 50 MG 30 /CAPS","","88.25","88.25","All / Medicine","Units"
"__export__.product_template_8923_ba266d37","ARTIFICIAL TEARS eye drop","","0.0","0.0","All / Medicine","Units"
"__export__.product_template_8924_c2b72483","ARTIXIBAN 5MG30 TAB","","0.0","0.0","All / Medicine","Units"
"__export__.product_template_8925_be8a8a32","ARYTHREX  200MG 20/CAP","","72.0","72.0","All / Medicine","Units"
"__export__.product_template_8926_250928ef","ASCIZADEX-N GEL 40GM","","9.0","9.0","All / Medicine","Units"
"__export__.product_template_8927_d6351c22","ASENAPINE 10MG 30/TAB","","0.0","0.0","All / Medicine","Units"
"__export__.product_template_8928_30228d3e","ASENAPINE 5MG 30/TAB","","0.0","0.0","All / Medicine","Units"
"__export__.product_template_13772_257f5842","ASKINE TABS STRIPS 20 STRIP* 10 TABS 20","","21.0","21.0","All / Medicine","Units"
"__export__.product_template_13773_93e28285","ASMACID TABS 1","","5.0","5.0","All / Medicine","Units"
"__export__.product_template_13774_eef6da15","ASMAKAST 10MG 20/TAB","","42.0","42.0","All / Medicine","Units"
"__export__.product_template_13775_47e2d260","ASMALAIR TABS 5 MG 10 1","","33.6","33.6","All / Medicine","Units"
"__export__.product_template_13776_9dae8f4b","ASMOLIN 20/TAB","","6.5","6.5","All / Medicine","Units"
"__export__.product_template_13777_e6de23bf","ASMOLIN TABS STRIPS 10 2","","6.5","6.5","All / Medicine","Units"
"__export__.product_template_13778_e5daa3eb","ASPAIN TABS 300 MG 200 TAB 1","","24.0","24.0","All / Medicine","Units"
"__export__.product_template_8929_c97c4202","ASPATREND 6/SACH","","30.0","30.0","All / Medicine","Units"
"__export__.product_template_13292_7b346f8e","ASPATREND VIAL 5","","41.0","41.0","All / Medicine","Units"
"__export__.product_template_13293_47b7869d","ASPEGIC VIAL DRY 0.9 G 6 5 1","","18.0","18.0","All / Medicine","Units"
"__export__.product_template_8930_e456903e","ASPICO 81 MG TAB","","0.0","0.0","All / Medicine","Units"
"__export__.product_template_13779_4510254b","ASPICURE-COMBI FILM C.TABS 10 1","","5.5","5.5","All / Medicine","Units"
"__export__.product_template_13780_792f2f0e","ASPIRIN PROTECT  100MG 20/TAB","","21.0","21.0","All / Medicine","Units"
"__export__.product_template_13781_99657454","ASPOCARD TABS CHWE 150 MG 1","","3.25","3.25","All / Medicine","Units"
"__export__.product_template_8931_64874413","ASPOCID 75MG 20/TAB","","6.0","6.0","All / Medicine","Units"
"__export__.product_template_8932_9ef1f19c","ASPOCID INFANTILE 75MG 30/TAB","","9.0","9.0","All / Medicine","Units"
"__export__.product_template_13782_aa7c5a98","ASPONASR TABS 300 MG 20 STRIP*10 TAB. 20","","14.0","14.0","All / Medicine","Units"
"__export__.product_template_13783_d40e6c48","ASTHMEC TABS 10 MG 10 2","","21.0","21.0","All / Medicine","Units"
"__export__.product_template_13784_65e52309","ASTHMEC TABS 20 MG 10 2","","30.0","30.0","All / Medicine","Units"
"__export__.product_template_13785_0a87ab4a","ASTIN 10MG 20/TAB","","28.8","28.8","All / Medicine","Units"
"__export__.product_template_13786_64f4ddba","ASTIN 20mg 20/tab","","28.8","28.8","All / Medicine","Units"
"__export__.product_template_13787_38a365a3","ASTONIN H 30 TABS","","18.0","18.0","All / Medicine","Units"
"__export__.product_template_13788_eb6bde5a","ASTONIN H TABS (STRIP OF 10 TAB) 3","","18.0","18.0","All / Medicine","Units"
"__export__.product_template_13789_52de2dda","ASUTEC CAPS 20 CAPS 1","","27.6","27.6","All / Medicine","Units"
"__export__.product_template_13790_f4a4eb34","ASYLON TAB.CHW.LEMO 1","","5.5","5.5","All / Medicine","Units"
"__export__.product_template_13791_50b2fc9c","ASYLON TAB.CHW.MINT 1","","5.5","5.5","All / Medicine","Units"
"__export__.product_template_13792_1c87623a","ASYLON TAB.CHW.ORAN 1","","5.5","5.5","All / Medicine","Units"
"__export__.product_template_13793_0ac847a0","ASYLON TAB.CHW.T FR 1","","5.5","5.5","All / Medicine","Units"
"__export__.product_template_13794_3d7f3836","ASYLON TABS CHWE 10 2","","11.0","11.0","All / Medicine","Units"
"__export__.product_template_8933_2a5bb587","ATACAND  16MG 14/TAB","","85.0","85.0","All / Medicine","Units"
"__export__.product_template_8934_0ebb8080","ATACAND  PLUS 32/25MG 14/TAB","","60.0","60.0","All / Medicine","Units"
"__export__.product_template_8935_a08ec538","ATACAND  PLUS16/12.5MG14/TAB","","85.0","85.0","All / Medicine","Units"
"__export__.product_template_8936_4a5da6ff","ATACAND 4MG  14/TAB","","39.75","39.75","All / Medicine","Units"
"__export__.product_template_8937_25fa68e1","ATACAND 8MG  14/TAB","","60.25","60.25","All / Medicine","Units"
"__export__.product_template_8938_c2b60dd1","ATARAX  10MG 20/TAB","","9.0","9.0","All / Medicine","Units"
"__export__.product_template_8939_b8306918","ATARAX 25mg 25/tab","","8.0","8.0","All / Medicine","Units"
"__export__.product_template_8940_89b6c2ca","ATCORELIVO 10SACHETS","","25.0","25.0","All / Medicine","Units"
"__export__.product_template_13795_86a09f10","ATELOL TABS 100 MG 20 1","","10.0","10.0","All / Medicine","Units"
"__export__.product_template_13796_eec7bc8b","ATELOL TABS 50 MG 10 2","","7.5","7.5","All / Medicine","Units"
"__export__.product_template_13797_2677c440","ATENO  100MG 20/tab","","6.25","6.25","All / Medicine","Units"
"__export__.product_template_13798_ab409bff","ATENO 50MG 20 TAB","","6.25","6.25","All / Medicine","Units"
"__export__.product_template_8941_3686046f","ATENO-C 100/25MG 20/TAB","","17.0","17.0","All / Medicine","Units"
"__export__.product_template_13799_9251b0da","ATENORETIC CAPS 10 3","","27.0","27.0","All / Medicine","Units"
"__export__.product_template_8942_d09deb39","ATLATEX CREAM","","0.0","0.0","All / Medicine","Units"
"__export__.product_template_13800_1e0791a7","ATMECIPIA 10MG TABLETS 2","","44.0","44.0","All / Medicine","Units"
"__export__.product_template_8943_f1118261","ATODERM INTENSEIVE CREAM","","299.0","299.0","All / Medicine","Units"
"__export__.product_template_8944_a9f726a0","ATODERM PP CREAM","","0.0","0.0","All / Medicine","Units"
"__export__.product_template_8945_05346c3d","ATODERM SOAP","","0.0","0.0","All / Medicine","Units"
"__export__.product_template_8946_03f1116f","ATODERM ZINC po CREAM","","0.0","0.0","All / Medicine","Units"
"__export__.product_template_8947_b21f384a","ATOR 10 MG 7/TABS","","29.0","29.0","All / Medicine","Units"
"__export__.product_template_8948_feb7bac1","ATOR 20mg 10/tab","","47.0","47.0","All / Medicine","Units"
"__export__.product_template_8949_a3cb79dc","ATOR 40MG 10/TAB","","67.5","67.5","All / Medicine","Units"
"__export__.product_template_8950_e392dd13","ATOR 80MG 10TABS","","45.0","45.0","All / Medicine","Units"
"__export__.product_template_8951_91d76c67","ATORE","","75.0","75.0","All / Medicine","Units"
"__export__.product_template_8952_f492e6aa","ATOREZA 10/10 28/TAB","","110.0","110.0","All / Medicine","Units"
"__export__.product_template_13801_6b94182f","ATOREZA 10/20MG 21/TAB","","75.0","75.0","All / Medicine","Units"
"__export__.product_template_8953_85b518c2","ATOREZA 10/40MG 28/TAB","","126.0","126.0","All / Medicine","Units"
"__export__.product_template_8954_9abdd294","ATORSTAT  80 MG 10/tab","","40.0","40.0","All / Medicine","Units"
"__export__.product_template_13802_a57fa59f","ATORSTAT 20MG 14/TAB","","38.0","38.0","All / Medicine","Units"
"__export__.product_template_13803_f00c5b3e","ATORSTAT 40MG 14/TAB","","46.0","46.0","All / Medicine","Units"
"__export__.product_template_8955_6cf654a7","ATOZET 10/10MG 30/TAB","","375.0","375.0","All / Medicine","Units"
"__export__.product_template_8956_c55c2723","ATOZET 10/20MG 30/TAB","","429.0","429.0","All / Medicine","Units"
"__export__.product_template_8957_a2729d3d","ATOZET 10/40MG 30/TAB","","456.0","456.0","All / Medicine","Units"
"__export__.product_template_8958_8f0049b4","ATRACURIUM A.IV 10 MG  ML 1 5 1","","21.0","21.0","All / Medicine","Units"
"__export__.product_template_8959_0e31ae9b","ATRACURIUM A.IV 10 MG  ML 2.5ML 1","","14.4","14.4","All / Medicine","Units"
"__export__.product_template_12978_dab124ea","ATRACURIUM AMP. 25 MG 1 3 1","","19.2","19.2","All / Medicine","Units"
"__export__.product_template_12979_b08364a2","ATRACURIUM AMP. 50 MG 1 5 1","","28.8","28.8","All / Medicine","Units"
"__export__.product_template_12980_2af6e169","ATROPINE AMP. 1 MG 1 1 100","","206.0","206.0","All / Medicine","Units"
"__export__.product_template_12981_5e7bd7d7","ATROPINE AMP. 1 MG 1AMP 1ML 25","","56.0","56.0","All / Medicine","Units"
"__export__.product_template_12982_241fe7c4","ATROPINE SULPHATE AMP. 0.1 % 6","","18.0","18.0","All / Medicine","Units"
"__export__.product_template_8960_9b445566","ATROPINE SULPHATE EYE DROPS 1 % 1 10 1","","6.5","6.5","All / Medicine","Units"
"__export__.product_template_8961_201f3eb6","ATROPISOL EYE DROPS 1 % 1 5 1","","5.3","5.3","All / Medicine","Units"
"__export__.product_template_13294_0a95ff38","ATROVENT 0.25 MG / 2 ML 20VIAL","","51.0","51.0","All / Medicine","Units"
"__export__.product_template_13295_16fa195f","ATROVENT 0.25 MG UNIT DOSE VIAL 2 ML 20","","51.0","51.0","All / Medicine","Units"
"__export__.product_template_13296_906dc829","ATROVENT 0.5 MG / 2 ML 20VIAL","","85.0","85.0","All / Medicine","Units"
"__export__.product_template_8962_8a0cd14b","ATROVENT COMP/ INHALER","","56.0","56.0","All / Medicine","Units"
"__export__.product_template_8963_080a11aa","ATROVENT INHALER","","40.0","40.0","All / Medicine","Units"
"__export__.product_template_13804_32863d7e","ATROZEMB 10/20MG 30/TAB","","126.0","126.0","All / Medicine","Units"
"__export__.product_template_8964_ceb5b15b","ATROZEMB 10\10 MG 30 TAB","","126.0","126.0","All / Medicine","Units"
"__export__.product_template_8965_38226e49","ATSHI  10/TAB","","14.25","14.25","All / Medicine","Units"
"__export__.product_template_8966_1029cc07","AUBAGIO 14MG 28/TAB","","16000.0","16000.0","All / Medicine","Units"
"__export__.product_template_8967_774379f2","AUDAX EAR DROPS 1 10 ML 1","","7.0","7.0","All / Medicine","Units"
"__export__.product_template_8968_11168919","AUGICETAMIDE  1000 MG SACHETS","","40.0","40.0","All / Medicine","Units"
"__export__.product_template_8969_23315548","AUGIDACLA 60MG 28/TB","","200.0","200.0","All / Medicine","Units"
"__export__.product_template_8970_2f4c88a0","AUGISPOV 400MG 28/TAB","","900.0","900.0","All / Medicine","Units"
"__export__.product_template_8971_eb0f1419","AUGMACILLIN SUSP ORAL 228 MG 1 60 1","","14.4","14.4","All / Medicine","Units"
"__export__.product_template_8972_e5541681","AUGMACILLIN SUSP ORAL 457 MG 1 60 1","","21.6","21.6","All / Medicine","Units"
"__export__.product_template_8973_317141fa","AUGMENTIN  375MG 10/TAB","","24.0","24.0","All / Medicine","Units"
"__export__.product_template_13805_28f8bf02","AUGMENTIN 1G 14/TAB","","89.75","89.75","All / Medicine","Units"
"__export__.product_template_8974_c09487bc","AUGMENTIN 228.5 MG POWDER FOR ORAL SUSPENSION 1","","31.2","31.2","All / Medicine","Units"
"__export__.product_template_8975_338fb8fa","AUGMENTIN 625MG 10/TAB","","52.5","52.5","All / Medicine","Units"
"__export__.product_template_13806_ec36c74c","AUGMENTIN PO.DROP.INF. 62.5 MG 1 20 1","","19.2","19.2","All / Medicine","Units"
"__export__.product_template_8976_865400db","AUGMENTIN SUSP DRY 156 MG 1 80 1","","26.4","26.400000000000002","All / Medicine","Units"
"__export__.product_template_13297_d0697a40","AUGMENTIN VIAL DRY 1200 MG 1","","24.0","24.0","All / Medicine","Units"
"__export__.product_template_13298_128acaea","AUGMENTIN VIAL DRY 600 MG 1","","13.8","13.8","All / Medicine","Units"
"__export__.product_template_8977_e4fb3451","AUGRAM 1 MG 7 TAB","","25.25","25.25","All / Medicine","Units"
"__export__.product_template_8978_453c9bf4","AURIS EAR DROPS","","6.5","6.5","All / Medicine","Units"
"__export__.product_template_13807_a0df333f","AVAGLIT FILM C.TABS 2 MG 20 1","","31.2","31.2","All / Medicine","Units"
"__export__.product_template_8979_17af5151","AVALOX 7/TAB","","0.0","0.0","All / Medicine","Units"
"__export__.product_template_8980_513c426f","AVAMYS  NASAL SPRAY","","80.0","80.0","All / Medicine","Units"
"__export__.product_template_8981_fd28f1e6","AVARA  20MG  30/TAB","","310.0","310.0","All / Medicine","Units"
"__export__.product_template_8982_8cc7345a","AVARA 100MG 3/TAB","","160.0","160.0","All / Medicine","Units"
"__export__.product_template_8983_e3e12268","AVARA 10MG 30/TAB","","240.0","240.0","All / Medicine","Units"
"__export__.product_template_8984_c1475e41","AVAZIR EYE DROPS","","9.0","9.0","All / Medicine","Units"
"__export__.product_template_8985_e5a084ce","AVENE CLEANSER GEL","","0.0","0.0","All / Medicine","Units"
"__export__.product_template_8986_0820656b","AVENE COLD CREAM","","0.0","0.0","All / Medicine","Units"
"__export__.product_template_8987_2ece00ee","AVENE SPF +50 FLUID","","325.0","325.0","All / Medicine","Units"
"__export__.product_template_8988_fa99f48c","AVENE SUNSCREEN +50 EMULSION","","325.0","325.0","All / Medicine","Units"
"__export__.product_template_8989_fbf39208","AVENE SUNSCREEN SPF50 EMULSION","","0.0","0.0","All / Medicine","Units"
"__export__.product_template_8990_feabf8c8","AVEROMILAN 50MG TAB","","0.0","0.0","All / Medicine","Units"
"__export__.product_template_8991_8b60f1d1","AVEROZOLIDE VIAL","","51.75","51.75","All / Medicine","Units"
"__export__.product_template_8992_dc15f405","AVETRIX 30G GEL","","35.0","35.0","All / Medicine","Units"
"__export__.product_template_13808_26bb2af3","AVICHEST CAPS 375 MG 1","","6.8","6.8","All / Medicine","Units"
"__export__.product_template_16704_4a43c63c","AVICHEST SYRUP 2 % 1 100 1","","6.1","6.1000000000000005","All / Medicine","Units"
"__export__.product_template_12983_f534a318","AVIL 6/amp","","27.0","27.0","All / Medicine","Units"
"__export__.product_template_16705_6fb4a6cd","AVIL SYRUP 1 100 1","","3.8","3.8000000000000003","All / Medicine","Units"
"__export__.product_template_13809_cf92303b","AVIL TABS L.A 75 MG 10 1","","4.5","4.5","All / Medicine","Units"
"__export__.product_template_8993_6395dc91","AVIPECT SYRUP","","9.0","9.0","All / Medicine","Units"
"__export__.product_template_8994_209353dd","AVIPIRAVIR 200MG 40TAB","","0.0","0.0","All / Medicine","Units"
"__export__.product_template_13810_dcd79e1a","AVIVAPRIL TABS 5MG  12.5 MG 7 3","","33.0","33.0","All / Medicine","Units"
"__export__.product_template_8995_3238edd2","AVIVATOR F.C.T.5MG  10 MG 7 3","","31.5","31.5","All / Medicine","Units"
"__export__.product_template_8996_cdd777b0","AVIVAVASC 10/160 28/TAB","","84.0","84.0","All / Medicine","Units"
"__export__.product_template_8997_d8988f06","AVIVAVASC 5/160 28/TAB","","74.0","74.0","All / Medicine","Units"
"__export__.product_template_8998_baa54f8d","AVIVAVASC F.C.T.10MG  160 MG 7 4","","84.0","84.0","All / Medicine","Units"
"__export__.product_template_8999_8dbba8a5","AVIVAVASC F.C.T.5MG  160 MG 7 4","","74.0","74.0","All / Medicine","Units"
"__export__.product_template_9000_aec7c6f2","AVODART 0.5CAP","","160.0","160.0","All / Medicine","Units"
"__export__.product_template_13811_3229261d","AVOSCALDINE CAPS 300 MG 1","","27.6","27.6","All / Medicine","Units"
"__export__.product_template_9001_e2d65477","AVOSOYA 30/CAPS","","120.0","120.0","All / Medicine","Units"
"__export__.product_template_13812_2f942ecd","AXIN CAPS 150 MG 10 2","","21.0","21.0","All / Medicine","Units"
"__export__.product_template_9002_ba4002a2","AXIRED 20 TAB","","90.0","90.0","All / Medicine","Units"
"__export__.product_template_9003_c7862a2f","AXIRED 20/TAB","","0.0","0.0","All / Medicine","Units"
"__export__.product_template_9004_9f63ee1b","AZADERM CREAM","","21.6","21.6","All / Medicine","Units"
"__export__.product_template_9005_7be14d9c","AZALIDE CAPS 250/ MG","","33.0","33.0","All / Medicine","Units"
"__export__.product_template_9006_039d7e19","AZALIDE CAPS 500/ MG","","21.6","21.6","All / Medicine","Units"
"__export__.product_template_9007_94725bf3","AZALIDE SUSP DRY 200 MG  5ML 1 15 1","","20.4","20.400000000000002","All / Medicine","Units"
"__export__.product_template_9008_50bcfca6","AZARGA ED","","98.0","98.0","All / Medicine","Units"
"__export__.product_template_9009_fd8953fc","AZATHIOPRINE REG 50MG 30TAB","","42.75","42.75","All / Medicine","Units"
"__export__.product_template_9010_4abc930f","AZELAST EYE Drop","","15.0","15.0","All / Medicine","Units"
"__export__.product_template_9011_8bae6cab","AZELAST Plus nasal spray","","53.0","53.0","All / Medicine","Units"
"__export__.product_template_13813_b40be158","AZGOBION TABS 5 MG 30 1","","11.0","11.0","All / Medicine","Units"
"__export__.product_template_9012_f1324609","AZGOFLOX 400MG 5TAB","","0.0","0.0","All / Medicine","Units"
"__export__.product_template_9013_59360096","AZGOVANC  20 MG 7/CAP","","12.6","12.6","All / Medicine","Units"
"__export__.product_template_9014_91134187","AZGOVANC  40 MG 7/TAB","","18.0","18.0","All / Medicine","Units"
"__export__.product_template_9015_f7a810cf","AZI-ONCE SUSP ORAL 200 MG  5ML 1 15 1","","19.2","19.2","All / Medicine","Units"
"__export__.product_template_9016_28725853","AZI-ONCE SUSP ORAL 200 MG  5ML 1 22.5 1","","27.0","27.0","All / Medicine","Units"
"__export__.product_template_13814_49ba3fcb","AZINDAMON FILM C.TABS 500 MG 1","","14.4","14.4","All / Medicine","Units"
"__export__.product_template_13815_757913ae","AZIROWA FILM C.TABS 1 G 1 2","","20.0","20.0","All / Medicine","Units"
"__export__.product_template_13816_b727adb8","AZITHROMIN CAPS 250 MG 1","","21.6","21.6","All / Medicine","Units"
"__export__.product_template_16706_d9d758e2","AZIWOK POWDER SOLUB 200 MG 1 1","","18.0","18.0","All / Medicine","Units"
"__export__.product_template_9017_47a63da8","AZOMYCIN 250mg 6/cap","","25.2","25.2","All / Medicine","Units"
"__export__.product_template_9018_9263c536","AZOMYCIN SUSP 200 MG  5ML 1 15 1","","15.6","15.6","All / Medicine","Units"
"__export__.product_template_9019_d8666daa","AZOPT 1%EYE DROPS","","57.0","57.0","All / Medicine","Units"
"__export__.product_template_9020_0acfec59","AZOPT EYE DROPS","","0.0","0.0","All / Medicine","Units"
"__export__.product_template_9021_dbc10010","AZROLID 500MG 3/TAB","","21.6","21.6","All / Medicine","Units"
"__export__.product_template_9022_ff99af87","Above Knee Stocking","","539.0","539.0","All / Medicine","Units"
"__export__.product_template_9023_6a2805e3","Above Knee Stocking   xl","","539.0","539.0","All / Medicine","Units"
"__export__.product_template_9024_c5e2a408","Above Knee Stocking  xxl","","539.0","539.0","All / Medicine","Units"
"__export__.product_template_13817_141c3753","Amoxil 500mg 12/cap","","9.0","9.0","All / Medicine","Units"
"__export__.product_template_9025_0892df4f","Ankle Support  xl","","186.0","186.0","All / Medicine","Units"
"__export__.product_template_9026_22f585f5","Ankle support","","186.0","186.0","All / Medicine","Units"
"__export__.product_template_9027_972d6b75","Ankle support  xxl","","186.0","186.0","All / Medicine","Units"
"__export__.product_template_13818_7253f4d4","B","","24.0","24.0","All / Medicine","Units"
"__export__.product_template_9028_cef9432e","B RADIPECT 7.5MG 28/TAB","","128.0","128.0","All / Medicine","Units"
